RAW Data export file (comma separated)


Client:	John,Sample
Session:	Allan1 
Date:	26-07-2017
Time:	14:36:46
Duration:	317	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-36.756,741.351,,
-36.478,741.351,,
-36.187,741.390,,
-36.111,741.390,,
-36.172,741.390,,
-36.570,741.390,,
-36.719,741.475,,
-36.762,741.475,,
-36.840,741.475,,
-36.858,741.475,,
-37.000,741.671,,
-37.352,741.671,,
-37.453,741.671,,
-37.503,741.671,,
-37.569,741.486,,
-37.397,741.486,,
-37.007,741.486,,
-36.343,741.486,,
-35.632,741.138,,
-35.294,741.138,,
-35.285,741.138,,
-35.731,741.138,,
-36.259,740.842,,
-36.528,740.842,,
-36.738,740.842,,
-36.592,740.842,,
-36.306,740.503,,
-36.016,740.503,,
-35.730,740.503,,
-35.316,740.503,,
-34.512,740.280,,
-33.100,740.280,,
-31.401,740.280,,
-29.436,740.280,,
-27.425,739.931,,
-25.424,739.931,,
-23.840,739.931,,
-22.555,739.931,,
-21.624,739.688,,
-21.063,739.688,,
-20.834,739.688,,
-20.895,739.688,,
-21.184,739.366,,
-21.665,739.366,,
-22.337,739.366,,
-22.944,739.366,,
-23.391,739.105,,
-23.783,739.105,,
-24.320,739.105,,
-25.280,739.105,,
-26.377,738.968,,
-27.562,738.968,,
-28.877,738.968,,
-30.143,738.968,,
-31.341,738.649,,
-31.952,738.649,,
-32.154,738.649,,
-32.361,738.649,,
-32.464,738.497,,
-32.723,738.497,,
-33.357,738.497,,
-33.933,738.497,,
-34.278,738.257,,
-34.609,738.257,,
-35.174,738.257,,
-35.910,738.257,,
-36.500,738.141,,
-36.820,738.141,,
-36.981,738.141,,
-37.178,738.141,,
-37.269,738.053,,
-37.246,738.053,,
-36.963,738.053,,
-36.557,738.053,,
-36.230,738.144,,
-35.937,738.144,,
-35.288,738.144,,
-34.555,738.144,,
-34.112,738.421,,
-33.704,738.421,,
-33.594,738.421,,
-33.991,738.421,,
-34.660,738.598,,
-35.014,738.598,,
-34.992,738.598,,
-35.126,738.598,,
-35.346,738.852,,
-35.314,738.852,,
-35.413,738.852,,
-35.408,738.852,,
-35.561,738.875,,
-36.033,738.875,,
-36.777,738.875,,
-37.596,738.875,,
-38.064,738.961,,
-38.174,738.961,,
-38.002,738.961,,
-37.824,738.961,,
-37.579,738.922,,
-37.019,738.922,,
-36.267,738.922,,
-35.991,738.922,,
-36.109,738.846,,
-36.411,738.846,,
-36.960,738.846,,
-37.470,738.846,,
-38.034,738.825,,
-38.562,738.825,,
-39.021,738.825,,
-39.324,738.825,,
-39.374,738.691,,
-38.713,738.691,,
-37.843,738.691,,
-37.200,738.691,,
-36.928,738.527,,
-36.947,738.527,,
-37.035,738.527,,
-36.842,738.527,,
-36.546,738.420,,
-36.496,738.420,,
-36.430,738.420,,
-36.602,738.420,,
-37.131,738.265,,
-37.780,738.265,,
-38.342,738.265,,
-38.952,738.265,,
-39.357,738.114,,
-39.400,738.114,,
-39.095,738.114,,
-38.639,738.114,,
-38.392,738.106,,
-38.724,738.106,,
-39.110,738.106,,
-39.275,738.106,,
-39.195,737.990,,
-38.584,737.990,,
-37.120,737.990,,
-34.933,737.990,,
-32.334,737.685,,
-29.590,737.685,,
-26.984,737.685,,
-24.720,737.685,,
-22.823,737.481,,
-21.268,737.481,,
-19.911,737.481,,
-18.946,737.481,,
-18.658,737.140,,
-18.904,737.140,,
-19.426,737.140,,
-20.091,737.140,,
-20.628,737.039,,
-21.263,737.039,,
-22.242,737.039,,
-23.339,737.039,,
-24.352,736.962,,
-25.415,736.962,,
-26.481,736.962,,
-27.423,736.962,,
-28.145,736.999,,
-28.862,736.999,,
-29.527,736.999,,
-30.246,736.999,,
-31.032,736.982,,
-31.624,736.982,,
-31.949,736.982,,
-32.329,736.982,,
-32.701,737.007,,
-33.291,737.007,,
-34.013,737.007,,
-34.603,737.007,,
